,edit_count,sentiment,neg_sentiment
2014-07-07,0.1,0.08734039465586345,0.0
2014-07-08,0.1,0.08734039465586345,0.0
2014-07-09,0.1,0.08734039465586345,0.0
2014-07-10,0.06666666666666667,0.054023222128550215,0.0
2014-07-11,0.06666666666666667,0.054023222128550215,0.0
2014-07-12,0.06666666666666667,0.054023222128550215,0.0
2014-07-13,0.06666666666666667,0.054023222128550215,0.0
2014-07-14,0.06666666666666667,0.054023222128550215,0.0
2014-07-15,0.06666666666666667,0.054023222128550215,0.0
2014-07-16,0.06666666666666667,0.054023222128550215,0.0
2014-07-17,0.06666666666666667,0.054023222128550215,0.0
2014-07-18,0.06666666666666667,0.054023222128550215,0.0
2014-07-19,0.06666666666666667,0.054023222128550215,0.0
2014-07-20,0.06666666666666667,0.054023222128550215,0.0
2014-07-21,0.06666666666666667,0.054023222128550215,0.0
2014-07-22,0.06666666666666667,0.054023222128550215,0.0
2014-07-23,0.06666666666666667,0.054023222128550215,0.0
2014-07-24,0.06666666666666667,0.054023222128550215,0.0
2014-07-25,0.06666666666666667,0.054023222128550215,0.0
2014-07-26,0.06666666666666667,0.054023222128550215,0.0
2014-07-27,0.1,0.08727616866429647,0.0
2014-07-28,0.3333333333333333,0.09054621145838783,0.014285714285714285
2014-07-29,0.3333333333333333,0.09054621145838784,0.014285714285714285
2014-07-30,0.3333333333333333,0.09054621145838784,0.014285714285714285
2014-07-31,0.3,0.061460352795464655,0.014285714285714285
2014-08-01,0.3,0.061460352795464655,0.014285714285714285
2014-08-02,0.3,0.061460352795464655,0.014285714285714285
2014-08-03,0.3333333333333333,0.028522516148430963,0.04761904761904762
2014-08-04,0.3333333333333333,0.028522516148430963,0.04761904761904762
2014-08-05,0.3333333333333333,0.028522516148430963,0.04761904761904762
2014-08-06,0.36666666666666664,0.0014201450915563684,0.08095238095238096
2014-08-07,0.36666666666666664,0.0014201450915563684,0.08095238095238096
2014-08-08,0.36666666666666664,0.0014201450915563684,0.08095238095238096
2014-08-09,0.36666666666666664,0.0014201450915563684,0.08095238095238096
2014-08-10,0.4666666666666667,0.026357508557183402,0.08095238095238096
2014-08-11,0.6,0.04009020860706057,0.08928571428571429
2014-08-12,0.7,0.026221909149298592,0.11150793650793651
2014-08-13,0.7,0.026221909149298592,0.11150793650793651
2014-08-14,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-15,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-16,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-17,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-18,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-19,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-20,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-21,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-22,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-23,0.7666666666666667,-0.0065387944143915945,0.14484126984126983
2014-08-24,0.8,0.026596138898342375,0.14484126984126983
2014-08-25,0.8,0.026596138898342375,0.14484126984126983
2014-08-26,0.7666666666666667,-0.006656807637403883,0.14484126984126983
2014-08-27,0.5666666666666667,0.015010513034131789,0.13055555555555556
2014-08-28,0.5333333333333333,-0.009926850431495245,0.13055555555555556
2014-08-29,0.5333333333333333,-0.009926850431495245,0.13055555555555556
2014-08-30,0.5333333333333333,-0.009926850431495245,0.13055555555555556
2014-08-31,0.5333333333333333,-0.009926850431495245,0.13055555555555556
2014-09-01,0.5333333333333333,-0.009926850431495245,0.13055555555555556
2014-09-02,0.5,0.023010986215538445,0.09722222222222224
2014-09-03,0.8333333333333334,0.041651457117663486,0.10388888888888889
2014-09-04,0.9333333333333333,0.04995989359087414,0.11499999999999999
2014-09-05,0.9,0.07706226464774873,0.08166666666666668
2014-09-06,0.9,0.07706226464774873,0.08166666666666668
2014-09-07,0.9,0.07706226464774873,0.08166666666666668
2014-09-08,0.9333333333333333,0.0451757287647989,0.115
2014-09-09,0.8333333333333334,0.02023836529917187,0.115
2014-09-10,0.7,0.006505665249294701,0.10666666666666667
2014-09-11,0.6,0.02037396470705668,0.08444444444444445
2014-09-12,0.6,0.02037396470705668,0.08444444444444445
2014-09-13,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-14,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-15,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-16,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-17,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-18,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-19,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-20,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-21,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-22,0.5333333333333333,0.053134668270746865,0.05111111111111111
2014-09-23,0.5,0.019999734958012896,0.05111111111111111
2014-09-24,0.5,0.019999734958012896,0.05111111111111111
2014-09-25,0.5,0.019999734958012896,0.05111111111111111
2014-09-26,0.4666666666666667,-0.004937628507614137,0.05111111111111111
2014-09-27,0.4666666666666667,-0.004937628507614137,0.05111111111111111
2014-09-28,0.4666666666666667,-0.004937628507614137,0.05111111111111111
2014-09-29,0.4666666666666667,-0.004937628507614137,0.05111111111111111
2014-09-30,0.5,0.02768791556358337,0.05111111111111111
2014-10-01,0.5,0.02768791556358337,0.05111111111111111
2014-10-02,0.5,0.02768791556358337,0.05111111111111111
2014-10-03,0.16666666666666666,0.009047444661458333,0.04444444444444444
2014-10-04,0.06666666666666667,0.0007390081882476807,0.03333333333333333
2014-10-05,0.06666666666666667,0.0007390081882476807,0.03333333333333333
2014-10-06,0.06666666666666667,0.0007390081882476807,0.03333333333333333
2014-10-07,0.06666666666666667,0.0007390081882476807,0.03333333333333333
2014-10-08,0.1,0.06136430005232493,0.0
2014-10-09,0.1,0.06136430005232493,0.0
2014-10-10,0.1,0.06136430005232493,0.0
2014-10-11,0.1,0.06136430005232493,0.0
2014-10-12,0.1,0.06136430005232493,0.0
2014-10-13,0.1,0.06136430005232493,0.0
2014-10-14,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-15,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-16,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-17,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-18,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-19,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-20,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-21,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-22,0.16666666666666666,0.06104252934455871,0.016666666666666666
2014-10-23,0.3,0.060967701176802315,0.03333333333333333
2014-10-24,0.3,0.060967701176802315,0.03333333333333333
2014-10-25,0.3,0.060967701176802315,0.03333333333333333
2014-10-26,0.3,0.060967701176802315,0.03333333333333333
2014-10-27,0.3,0.060967701176802315,0.03333333333333333
2014-10-28,0.3,0.060967701176802315,0.03333333333333333
2014-10-29,0.3,0.060967701176802315,0.03333333333333333
2014-10-30,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-10-31,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-01,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-02,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-03,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-04,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-05,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-06,0.26666666666666666,0.028342157105604806,0.03333333333333333
2014-11-07,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-08,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-09,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-10,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-11,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-12,0.2,-0.0003965988755226135,0.03333333333333333
2014-11-13,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-14,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-15,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-16,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-17,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-18,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-19,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-20,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-21,0.16666666666666666,0.03317811836798986,0.016666666666666666
2014-11-22,0.03333333333333333,0.03325294653574626,0.0
2014-11-23,0.06666666666666667,0.06653395692507426,0.0
2014-11-24,0.06666666666666667,0.06653395692507426,0.0
2014-11-25,0.06666666666666667,0.06653395692507426,0.0
2014-11-26,0.06666666666666667,0.06653395692507426,0.0
2014-11-27,0.06666666666666667,0.06653395692507426,0.0
2014-11-28,0.06666666666666667,0.06653395692507426,0.0
2014-11-29,0.06666666666666667,0.06653395692507426,0.0
2014-11-30,0.06666666666666667,0.06653395692507426,0.0
2014-12-01,0.06666666666666667,0.06653395692507426,0.0
2014-12-02,0.06666666666666667,0.06653395692507426,0.0
2014-12-03,0.06666666666666667,0.06653395692507426,0.0
2014-12-04,0.06666666666666667,0.06653395692507426,0.0
2014-12-05,0.06666666666666667,0.06653395692507426,0.0
2014-12-06,0.06666666666666667,0.06653395692507426,0.0
2014-12-07,0.06666666666666667,0.06653395692507426,0.0
2014-12-08,0.23333333333333334,0.09567913810412089,0.0
2014-12-09,0.23333333333333334,0.09567913810412089,0.0
2014-12-10,0.23333333333333334,0.09567913810412089,0.0
2014-12-11,0.23333333333333334,0.09567913810412089,0.0
2014-12-12,0.23333333333333334,0.09567913810412089,0.0
2014-12-13,0.2,0.06242619156837463,0.0
2014-12-14,0.23333333333333334,0.09342688719431559,0.0
2014-12-15,0.23333333333333334,0.09342688719431559,0.0
2014-12-16,0.23333333333333334,0.09342688719431559,0.0
2014-12-17,0.26666666666666666,0.06108604669570923,0.03333333333333333
2014-12-18,0.26666666666666666,0.06108604669570923,0.03333333333333333
2014-12-19,0.5333333333333333,0.08394446348150571,0.0375
2014-12-20,0.5666666666666667,0.05064209674795469,0.07083333333333333
2014-12-21,0.5666666666666667,0.05064209674795469,0.07083333333333333
2014-12-22,0.5666666666666667,0.05064209674795469,0.07083333333333333
2014-12-23,0.5666666666666667,-0.015908511728048323,0.10416666666666667
2014-12-24,0.5666666666666667,-0.015908511728048323,0.10416666666666667
2014-12-25,0.5666666666666667,-0.015908511728048323,0.10416666666666667
2014-12-26,0.5666666666666667,-0.015908511728048323,0.10416666666666667
2014-12-27,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2014-12-28,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2014-12-29,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2014-12-30,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2014-12-31,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2015-01-01,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2015-01-02,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2015-01-03,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2015-01-04,0.6333333333333333,-0.015925077845652898,0.12083333333333333
2015-01-05,0.6666666666666666,-0.04921366795897484,0.15416666666666667
2015-01-06,0.6666666666666666,-0.04921366795897484,0.15416666666666667
2015-01-07,0.5,-0.07835884913802146,0.15416666666666667
2015-01-08,0.5,-0.07835884913802146,0.15416666666666667
2015-01-09,0.5,-0.07835884913802146,0.15416666666666667
2015-01-10,0.5666666666666667,-0.04750413422783216,0.15416666666666667
2015-01-11,0.5666666666666667,-0.04750413422783216,0.15416666666666667
2015-01-12,0.5666666666666667,-0.04750413422783216,0.15416666666666667
2015-01-13,0.5333333333333333,-0.07850482985377312,0.15416666666666667
2015-01-14,0.5333333333333333,-0.07850482985377312,0.15416666666666667
2015-01-15,0.6666666666666666,-0.052455239246288934,0.15416666666666667
2015-01-16,0.6666666666666666,0.004822964717944463,0.12083333333333333
2015-01-17,0.6666666666666666,0.004822964717944463,0.12083333333333333
2015-01-18,0.4,-0.01803545206785202,0.11666666666666667
2015-01-19,0.36666666666666664,0.015266914665699006,0.08333333333333333
2015-01-20,0.36666666666666664,0.015266914665699006,0.08333333333333333
2015-01-21,0.36666666666666664,0.015266914665699006,0.08333333333333333
2015-01-22,0.3333333333333333,0.048536512752374014,0.05
2015-01-23,0.3333333333333333,0.048536512752374014,0.05
2015-01-24,0.3333333333333333,0.048536512752374014,0.05
2015-01-25,0.3333333333333333,0.048536512752374014,0.05
2015-01-26,0.3,0.07891839494307835,0.03333333333333333
2015-01-27,0.3,0.07891839494307835,0.03333333333333333
2015-01-28,0.3,0.07891839494307835,0.03333333333333333
2015-01-29,0.3,0.07891839494307835,0.03333333333333333
2015-01-30,0.3333333333333333,0.11201825886964797,0.03333333333333333
2015-01-31,0.3333333333333333,0.11201825886964797,0.03333333333333333
2015-02-01,0.3333333333333333,0.11201825886964797,0.03333333333333333
2015-02-02,0.3333333333333333,0.11201825886964797,0.03333333333333333
2015-02-03,0.3333333333333333,0.11201825886964797,0.03333333333333333
2015-02-04,0.3333333333333333,0.1734022115667661,0.0
2015-02-05,0.3333333333333333,0.1734022115667661,0.0
2015-02-06,0.3333333333333333,0.1734022115667661,0.0
2015-02-07,0.3333333333333333,0.1734022115667661,0.0
2015-02-08,0.3333333333333333,0.1734022115667661,0.0
2015-02-09,0.26666666666666666,0.1425474966565768,0.0
2015-02-10,0.26666666666666666,0.1425474966565768,0.0
2015-02-11,0.26666666666666666,0.1425474966565768,0.0
2015-02-12,0.3,0.17104105601708094,0.0
2015-02-13,0.3333333333333333,0.14301997870206834,0.03333333333333333
2015-02-14,0.2,0.11697038809458414,0.03333333333333333
2015-02-15,0.16666666666666666,0.09203302462895711,0.03333333333333333
2015-02-16,0.26666666666666666,0.062179709143108795,0.06666666666666667
2015-02-17,0.3,0.02954156663682726,0.1
2015-02-18,0.3,0.02954156663682726,0.1
2015-02-19,0.4,0.015692317485809328,0.12222222222222222
2015-02-20,0.43333333333333335,0.04062968095143636,0.12222222222222222
2015-02-21,0.5,0.007331096132596334,0.15555555555555553
2015-02-22,0.5,0.007331096132596334,0.15555555555555553
2015-02-23,0.5,0.007331096132596334,0.15555555555555553
2015-02-24,0.5,0.007331096132596334,0.15555555555555553
2015-02-25,0.4666666666666667,-0.023034219940503437,0.15555555555555553
2015-02-26,0.4666666666666667,-0.023034219940503437,0.15555555555555553
2015-02-27,0.4666666666666667,-0.023034219940503437,0.15555555555555553
2015-02-28,0.4666666666666667,-0.023034219940503437,0.15555555555555553
2015-03-01,0.43333333333333335,-0.05613408386707306,0.15555555555555553
2015-03-02,0.43333333333333335,-0.05613408386707306,0.15555555555555553
2015-03-03,0.43333333333333335,-0.05613408386707306,0.15555555555555553
2015-03-04,0.43333333333333335,-0.05613408386707306,0.15555555555555553
2015-03-05,0.43333333333333335,-0.05613408386707306,0.15555555555555553
2015-03-06,0.4,-0.08422944645086924,0.15555555555555553
2015-03-07,0.4,-0.08422944645086924,0.15555555555555553
2015-03-08,0.4,-0.08422944645086924,0.15555555555555553
2015-03-09,0.4,-0.08422944645086924,0.15555555555555553
2015-03-10,0.4,-0.08422944645086924,0.15555555555555553
2015-03-11,0.4,-0.08422944645086924,0.15555555555555553
2015-03-12,0.4,-0.08422944645086924,0.15555555555555553
2015-03-13,0.4,-0.08422944645086924,0.15555555555555553
2015-03-14,0.36666666666666664,-0.11272300581137339,0.15555555555555553
2015-03-15,0.3333333333333333,-0.08470192849636078,0.12222222222222222
2015-03-16,0.3333333333333333,-0.08470192849636078,0.12222222222222222
2015-03-17,0.3333333333333333,-0.08470192849636078,0.12222222222222222
2015-03-18,0.26666666666666666,-0.021595602896478445,0.08888888888888888
2015-03-19,0.23333333333333334,0.011042539609803092,0.05555555555555555
2015-03-20,0.23333333333333334,0.011042539609803092,0.05555555555555555
2015-03-21,0.16666666666666666,0.049829152226448056,0.03333333333333333
2015-03-22,0.16666666666666666,-0.00833519200483958,0.06666666666666667
2015-03-23,0.1,0.024963392814000448,0.03333333333333333
2015-03-24,0.1,0.024963392814000448,0.03333333333333333
2015-03-25,0.1,0.024963392814000448,0.03333333333333333
2015-03-26,0.13333333333333333,-0.008352104822794597,0.06666666666666667
2015-03-27,0.13333333333333333,-0.008352104822794597,0.06666666666666667
2015-03-28,0.13333333333333333,-0.008352104822794597,0.06666666666666667
2015-03-29,0.13333333333333333,-0.008352104822794597,0.06666666666666667
2015-03-30,0.13333333333333333,-0.008352104822794597,0.06666666666666667
2015-03-31,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-01,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-02,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-03,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-04,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-05,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-06,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-07,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-08,0.23333333333333334,-0.017781532473034326,0.08888888888888888
2015-04-09,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-10,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-11,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-12,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-13,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-14,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-15,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-16,0.26666666666666666,0.007155830992592708,0.08888888888888888
2015-04-17,0.23333333333333334,-0.02609717912144131,0.08888888888888888
2015-04-18,0.23333333333333334,-0.02609717912144131,0.08888888888888888
2015-04-19,0.23333333333333334,-0.02609717912144131,0.08888888888888888
2015-04-20,0.23333333333333334,-0.019581876860724552,0.08888888888888888
2015-04-21,0.2,0.013645103904936052,0.05555555555555555
2015-04-22,0.2,0.013645103904936052,0.05555555555555555
2015-04-23,0.2,0.013645103904936052,0.05555555555555555
2015-04-24,0.26666666666666666,0.03858246737056308,0.05555555555555555
2015-04-25,0.23333333333333334,0.07189796500735814,0.02222222222222222
2015-04-26,0.23333333333333334,0.07189796500735814,0.02222222222222222
2015-04-27,0.23333333333333334,0.07189796500735814,0.02222222222222222
2015-04-28,0.23333333333333334,0.07189796500735814,0.02222222222222222
2015-04-29,0.23333333333333334,0.07189796500735814,0.02222222222222222
2015-04-30,0.13333333333333333,0.08132739265759786,0.0
2015-05-01,0.13333333333333333,0.08132739265759786,0.0
2015-05-02,0.13333333333333333,0.08132739265759786,0.0
2015-05-03,0.13333333333333333,0.08132739265759786,0.0
2015-05-04,0.13333333333333333,0.08132739265759786,0.0
2015-05-05,0.13333333333333333,0.08132739265759786,0.0
2015-05-06,0.13333333333333333,0.08132739265759786,0.0
2015-05-07,0.13333333333333333,0.08132739265759786,0.0
2015-05-08,0.13333333333333333,0.08132739265759786,0.0
2015-05-09,0.13333333333333333,0.08132739265759786,0.0
2015-05-10,0.13333333333333333,0.08132739265759786,0.0
2015-05-11,0.13333333333333333,0.08132739265759786,0.0
2015-05-12,0.13333333333333333,0.08132739265759786,0.0
2015-05-13,0.13333333333333333,0.08132739265759786,0.0
2015-05-14,0.13333333333333333,0.08132739265759786,0.0
2015-05-15,0.13333333333333333,0.08132739265759786,0.0
2015-05-16,0.13333333333333333,0.08132739265759786,0.0
2015-05-17,0.16666666666666666,0.10954936345418294,0.0
2015-05-18,0.16666666666666666,0.10954936345418294,0.0
2015-05-19,0.16666666666666666,0.10954936345418294,0.0
2015-05-20,0.13333333333333333,0.07809669772783916,0.0
2015-05-21,0.13333333333333333,0.07809669772783916,0.0
2015-05-22,0.13333333333333333,0.07809669772783916,0.0
2015-05-23,0.13333333333333333,0.07809669772783916,0.0
2015-05-24,0.1,0.08636641303698221,0.0
2015-05-25,0.1,0.08636641303698221,0.0
2015-05-26,0.13333333333333333,0.11925441821416219,0.0
2015-05-27,0.13333333333333333,0.11925441821416219,0.0
2015-05-28,0.13333333333333333,0.11925441821416219,0.0
2015-05-29,0.13333333333333333,0.11925441821416219,0.0
